시설명,종류,주소,도로명,지번주소,위도,경도,법정동
광성하늘빛학교 어린이놀이시설,학교,서울특별시 송파구 올림픽로 625 (풍납동)광성하늘빛학교,서울특별시 송파구 올림픽로 625 (풍납동),서울특별시 송파구 풍납동 474 광성교회,37.53753449,127.1225268,서울특별시 송파구 풍납동
서울 풍납초등학교 놀이터,학교,서울특별시 송파구 풍성로 43 (풍납동)서울풍납초등학교,서울특별시 송파구 풍성로 43 (풍납동),서울특별시 송파구 풍납동 165 서울풍납초등학교,37.53476153,127.1178597,서울특별시 송파구 풍납동
서울토성초등학교 어린이 놀이시설,학교,서울특별시 송파구 풍성로20길 44 (풍납동)서울토성초등학교,서울특별시 송파구 풍성로20길 44 (풍납동),서울특별시 송파구 풍납동 251 토성초등학교,37.53179832,127.114984,서울특별시 송파구 풍납동
서울경인초등학교 놀이시설,학교,서울특별시 양천구 안양천로 1009 (목동),서울특별시 양천구 안양천로 1009 (목동),서울특별시 양천구 목동 911-4 서울경인초등학교,37.53276774,126.8863675,서울특별시 양천구 목동
목원초등학교 후문놀이터,학교,서울특별시 양천구 목동중앙로 204 (목동)서울목원초등학교,서울특별시 양천구 목동중앙로 204 (목동),서울특별시 양천구 목동 191-1 목원초등학교,37.54298786,126.8820768,서울특별시 양천구 목동
목원초등학교 놀이터,학교,서울특별시 양천구 목동중앙로 204 (목동)서울목원초등학교,서울특별시 양천구 목동중앙로 204 (목동),서울특별시 양천구 목동 191-1 목원초등학교,37.54298786,126.8820768,서울특별시 양천구 목동
서울 월촌초등학교 놀이시설,학교,서울특별시 양천구 목동중앙로 132 (목동),서울특별시 양천구 목동중앙로 132 (목동),서울특별시 양천구 목동 901-1 서울월촌초등학교,37.54002027,126.8761822,서울특별시 양천구 목동
양화초등학교 놀이터,학교,서울특별시 양천구 목동중앙북로16길 57 (목동),서울특별시 양천구 목동중앙북로16길 57 (목동),서울특별시 양천구 목동 542 서울양화초등학교,37.54375617,126.874728,서울특별시 양천구 목동
서울목운초등학교 놀이시설,학교,서울특별시 양천구 목동동로 235 (목동),서울특별시 양천구 목동동로 235 (목동),서울특별시 양천구 목동 922 목운초등학교.중학교,37.5268406,126.8730268,서울특별시 양천구 목동
영도초등학교 놀이터,학교,서울특별시 양천구 목동중앙로 70 (목동),서울특별시 양천구 목동중앙로 70 (목동),서울특별시 양천구 목동 903-1 서울영도초등학교,37.5358261,126.8716319,서울특별시 양천구 목동
서울정목초등학교 놀이시설,학교,서울특별시 양천구 목동중앙로3길 30-10 (목동),서울특별시 양천구 목동중앙로3길 30-10 (목동),서울특별시 양천구 목동 757-1 서울정목초등학교,37.53730817,126.8704497,서울특별시 양천구 목동
서울서정초등학교 어린이놀이시설,학교,서울특별시 양천구 목동로8길 19 (목동),서울특별시 양천구 목동로8길 19 (목동),서울특별시 양천구 목동 927-5 서울서정초등학교,37.52401251,126.8675437,서울특별시 양천구 목동
서울 양강초등학교 놀이시설,학교,서울특별시 양천구 오목로 101 (신월동),서울특별시 양천구 오목로 101 (신월동),서울특별시 양천구 신월동 495-1 서울양강초등학교,37.52388483,126.8474791,서울특별시 양천구 신월동
서울신남초등학교 어린이 놀이시설,학교,서울특별시 양천구 절골8길 33 (신월동),서울특별시 양천구 절골8길 33 (신월동),서울특별시 양천구 신월동 587 서울신남초등학교,37.51604407,126.8442565,서울특별시 양천구 신월동
서울신강초등학교 어린이놀이시설,학교,서울특별시 양천구 중앙로55길 72 (신월동),서울특별시 양천구 중앙로55길 72 (신월동),서울특별시 양천구 신월동 448-5 서울신강초등학교,37.5258788,126.8414513,서울특별시 양천구 신월동
서울강서초등학교 어린이놀이시설,학교,서울특별시 양천구 오목로 31 (신월동),서울특별시 양천구 오목로 31 (신월동),서울특별시 양천구 신월동 441 서울강서초등학교,37.52229654,126.840479,서울특별시 양천구 신월동
강월초등학교 운동장 놀이터,학교,서울특별시 양천구 신월로 97 (신월동),서울특별시 양천구 신월로 97 (신월동),서울특별시 양천구 신월동 987-3 서울강월초등학교,37.51606837,126.8339816,서울특별시 양천구 신월동
서울신원초등학교 어린이놀이시설,학교,서울특별시 양천구 남부순환로58길 32 (신월동),서울특별시 양천구 남부순환로58길 32 (신월동),서울특별시 양천구 신월동 202-1 서울신원초등학교,37.52947627,126.8296459,서울특별시 양천구 신월동
서울강신초등학교 놀이터,학교,서울특별시 양천구 월정로 280,서울특별시 양천구 월정로 280 (신월동),서울특별시 양천구 신월동 6-7 서울강신초등학교,37.54254034,126.8294336,서울특별시 양천구 신월동
서울 양원초등학교 놀이터,학교,서울특별시 양천구 화곡로 16 (신월동),서울특별시 양천구 화곡로 16 (신월동),서울특별시 양천구 신월동 40-1 서울양원초등학교,37.53890226,126.8234691,서울특별시 양천구 신월동
신목초등학교 놀이터,학교,서울특별시 양천구 신목로5길 11-6 (신정동),서울특별시 양천구 신목로5길 11-6 (신정동),서울특별시 양천구 신정동 281-2 서울신목초등학교,37.51689535,126.8728919,서울특별시 양천구 신정동
서울목동초등학교 운동장 놀이터,학교,서울특별시 양천구 목동동로12길 12 (신정동),서울특별시 양천구 목동동로12길 12 (신정동),서울특별시 양천구 신정동 86-2 서울목동초등학교,37.52248237,126.8720874,서울특별시 양천구 신정동
서울 갈산초등학교 놀이터,학교,서울특별시 양천구 목동로 31 (신정동),서울특별시 양천구 목동로 31 (신정동),서울특별시 양천구 신정동 330-10 서울갈산초등학교,37.51181989,126.8699259,서울특별시 양천구 신정동
서울 은정초등학교 놀이터,학교,서울특별시 양천구 목동남로 85 (신정동),서울특별시 양천구 목동남로 85 (신정동),서울특별시 양천구 신정동 276-2 은정초등학교,37.51125089,126.867412,서울특별시 양천구 신정동
서울신서초등학교 어린이놀이시설,학교,서울특별시 양천구 목동서로 340 (신정동),"서울특별시 양천구 목동서로 340 (신정동,목동신시가지아파트9단지)",서울특별시 양천구 신정동 312 목동신시가지아파트9단지,37.51853162,126.8626414,서울특별시 양천구 신정동
양목초등학교 놀이터,학교,"서울특별시 양천구 목동로11길 30(신정동, 서울양목초등학교)",서울특별시 양천구 목동로11길 30 (신정동),서울특별시 양천구 신정동 1001 서울양목초등학교,37.52369025,126.8612282,서울특별시 양천구 신정동
계남초등학교 놀이터,학교,서울특별시 양천구 목동동로2길 54 (신정동),서울특별시 양천구 목동동로2길 54 (신정동),서울특별시 양천구 신정동 325-7 서울계남초등학교,37.50994943,126.8601746,서울특별시 양천구 신정동
양명초등학교 놀이시설,학교,서울특별시 양천구 중앙로 204 (신정동),서울특별시 양천구 중앙로 204 (신정동),서울특별시 양천구 신정동 310-6 양명초등학교,37.51565777,126.8561734,서울특별시 양천구 신정동
서울신기초등학교 놀이터,학교,서울특별시 양천구 신정로 292 (신정동),서울특별시 양천구 신정로 292 (신정동),서울특별시 양천구 신정동 1274 서울신기초등학교,37.51117998,126.8540831,서울특별시 양천구 신정동
남명초등학교 놀이터,학교,서울특별시 양천구 중앙로23길 3 (신정동),서울특별시 양천구 중앙로23길 3 (신정동),서울특별시 양천구 신정동 653-4 서울남명초등학교,37.51482541,126.8540791,서울특별시 양천구 신정동
서울 양동초등학교 놀이터,학교,서울특별시 양천구 오목로23길 24 (신정동),서울특별시 양천구 오목로23길 24 (신정동),서울특별시 양천구 신정동 941 서울양동초등학교,37.52599815,126.8512252,서울특별시 양천구 신정동
서울장수초등학교 놀이시설,학교,서울특별시 양천구 신정로13가길 30 (신정동),서울특별시 양천구 신정로13가길 30 (신정동),서울특별시 양천구 신정동 1288-2 서울장수초등학교,37.51289218,126.8453099,서울특별시 양천구 신정동
서울지향초등학교 놀이터,학교,서울특별시 양천구 신정로11길 74 (신정동),서울특별시 양천구 신정로11길 74 (신정동),서울특별시 양천구 신정동 1284 지향초등학교,37.51305863,126.8375234,서울특별시 양천구 신정동
신은초등학교 놀이터,학교,"서울특별시 양천구 신정이펜2로 30(신정동, 서울신은초등학교)",서울특별시 양천구 신정이펜2로 30 (신정동),서울특별시 양천구 신정동 1319 서울신은초등학교,37.51369975,126.8323039,서울특별시 양천구 신정동
영동초등학교,학교,서울특별시 영등포구 국회대로53길 20 (당산동),서울특별시 영등포구 국회대로53길 20 (당산동),서울특별시 영등포구 당산동 121-22 영동초등학교,37.52651981,126.9073417,서울특별시 영등포구 당산동
서울당서초등학교 놀이시설,학교,서울특별시 영등포구 당산로 187 (당산동5가),서울특별시 영등포구 당산로 187 (당산동5가),서울특별시 영등포구 당산동5가 5-3 당서초등학교,37.53169083,126.899495,서울특별시 영등포구 당산동5가
서울신대림초등학교 놀이터,학교,서울특별시 영등포구 대림로8길 25 (대림동),서울특별시 영등포구 대림로8길 25 (대림동),서울특별시 영등포구 대림동 968 서울신대림초등학교,37.4922471,126.9058487,서울특별시 영등포구 대림동
서울영림초등학교어린이놀이시설,학교,서울특별시 영등포구 시흥대로173길 14 (대림동),서울특별시 영등포구 시흥대로173길 14 (대림동),서울특별시 영등포구 대림동 993-16 영림초등학교,37.48717828,126.9027846,서울특별시 영등포구 대림동
서울 도신초등학교 놀이터,학교,서울특별시 영등포구 도림로53길 32-9 (대림동),서울특별시 영등포구 도림로53길 32-9 (대림동),서울특별시 영등포구 대림동 741-3 도신초등학교,37.49873651,126.9008034,서울특별시 영등포구 대림동
서울대동초등학교놀이시설,학교,서울특별시 영등포구 대림로21길 6 (대림동),서울특별시 영등포구 대림로21길 6 (대림동),서울특별시 영등포구 대림동 702 대동초등학교,37.493344,126.9001526,서울특별시 영등포구 대림동
서울신영초등학교,학교,"서울특별시 영등포구 도신로4길 32, 서울신영초등학교 (대림동)",서울특별시 영등포구 도신로4길 32 (대림동),서울특별시 영등포구 대림동 781 신영초등학교,37.5004235,126.8959029,서울특별시 영등포구 대림동
서울영등포초등학교 놀이시설,학교,서울특별시 영등포구 경인로 756 (문래동1가)서울영등포초등학교,서울특별시 영등포구 경인로 756 (문래동1가),서울특별시 영등포구 문래동1가 35-2 영등포초등학교,37.51280654,126.8986775,서울특별시 영등포구 문래동1가
서울문래초등학교 놀이시설,학교,서울특별시 영등포구 문래로 104 (문래동3가),서울특별시 영등포구 문래로 104 (문래동3가),서울특별시 영등포구 문래동3가 77-7 문래초등학교,37.51868244,126.8933062,서울특별시 영등포구 문래동3가
서울 영문초등학교 놀이터,학교,서울특별시 영등포구 문래로 56 (문래동6가),서울특별시 영등포구 문래로 56 (문래동6가),서울특별시 영등포구 문래동6가 13 영문초등학교,37.51968272,126.8876821,서울특별시 영등포구 문래동6가
서울 대방초등학교 놀이터,학교,서울특별시 영등포구 여의대방로35길 14 (신길동),서울특별시 영등포구 여의대방로35길 14 (신길동),서울특별시 영등포구 신길동 1444 대방초등학교,37.5025309,126.9192314,서울특별시 영등포구 신길동
서울영신초등학교 놀이터,학교,서울특별시 영등포구 도신로60길 23,서울특별시 영등포구 도신로60길 23 (신길동),서울특별시 영등포구 신길동 121 영신초등학교,37.50989011,126.9185333,서울특별시 영등포구 신길동
서울 대길초등학교 놀이터,학교,서울특별시 영등포구 대방천로 206 (신길동),서울특별시 영등포구 대방천로 206 (신길동),서울특별시 영등포구 신길동 4482 대길초등학교,37.49827304,126.9138421,서울특별시 영등포구 신길동
서울우신초등학교 놀이터,학교,서울특별시 영등포구 신길로 190 (신길동),서울특별시 영등포구 신길로 190 (신길동),서울특별시 영등포구 신길동 210 서울우신초등학교,37.50941832,126.9118185,서울특별시 영등포구 신길동
서울도림초등학교놀이터,학교,서울특별시 영등포구 가마산로65길 22 (신길동),서울특별시 영등포구 가마산로65길 22 (신길동),서울특별시 영등포구 신길동 285-1 서울도림초등학교,37.5081148,126.9074054,서울특별시 영등포구 신길동
서울대영초등학교 놀이시설,학교,서울특별시 영등포구 신길로23길 43 (신길동),서울특별시 영등포구 신길로23길 43 (신길동),서울특별시 영등포구 신길동 341-1 대영초등학교,37.50248752,126.9058636,서울특별시 영등포구 신길동
서울선유초등학교 놀이터,학교,서울특별시 영등포구 선유로43가길 14 (양평동3가),서울특별시 영등포구 선유로43가길 14 (양평동3가),서울특별시 영등포구 양평동3가 91,37.53265402,126.8926787,서울특별시 영등포구 양평동3가
당중초등학교 2구역,학교,서울특별시 영등포구 선유로 131 (양평동3가),서울특별시 영등포구 선유로 131 (양평동3가),서울특별시 영등포구 양평동3가 42 당중초등학교,37.52624908,126.8903425,서울특별시 영등포구 양평동3가
당중초등학교 2구역,학교,서울특별시 영등포구 선유로 131 (양평동3가),서울특별시 영등포구 선유로 131 (양평동3가),서울특별시 영등포구 양평동3가 42 당중초등학교,37.52624908,126.8903425,서울특별시 영등포구 양평동3가
서울당산초등학교 놀이터,학교,서울특별시 영등포구 선유로55길 32 (양평동4가),서울특별시 영등포구 선유로55길 32 (양평동4가),서울특별시 영등포구 양평동4가 323 당산초등학교,37.53955383,126.8962208,서울특별시 영등포구 양평동4가
서울 여의도초등학교 놀이터,학교,서울특별시 영등포구 여의대방로 439 (여의도동),서울특별시 영등포구 여의대방로 439 (여의도동),서울특별시 영등포구 여의도동 40-3 여의도초등학교,37.52289549,126.9364906,서울특별시 영등포구 여의도동
서울윤중초등학교 놀이시설,학교,서울특별시 영등포구 여의나루로2길 14,서울특별시 영등포구 여의나루로2길 14 (여의도동),서울특별시 영등포구 여의도동 38 윤중초등학교,37.51952065,126.9228834,서울특별시 영등포구 여의도동
서울영원초등학교 놀이시설,학교,서울특별시 영등포구 도신로29아길 14 (영등포동),서울특별시 영등포구 버드나루로3길 8-1 (영등포동2가),서울특별시 영등포구 영등포동2가 94-288,37.52099758,126.9112189,서울특별시 영등포구 영등포동2가
서울영중초등학교놀이터1,학교,서울특별시 영등포구 양산로 185 (영등포동7가),서울특별시 영등포구 양산로 185 (영등포동7가),서울특별시 영등포구 영등포동7가 53 서울영중초등학교,37.52360633,126.9038772,서울특별시 영등포구 영등포동7가
영중초등학교 놀이터2,학교,서울특별시 영등포구 양산로 185 (영등포동7가),서울특별시 영등포구 양산로 185 (영등포동7가),서울특별시 영등포구 영등포동7가 53 서울영중초등학교,37.52360633,126.9038772,서울특별시 영등포구 영등포동7가
원효초 놀이시설,학교,서울특별시 용산구 효창원로13길 38 (산천동)원효초등학교,서울특별시 용산구 효창원로13길 38 (산천동),서울특별시 용산구 산천동 6-73 원효초등학교,37.53622561,126.9518321,서울특별시 용산구 산천동
서빙고초 놀이시설,학교,서울특별시 용산구 서빙고로51길 14 (서빙고동)서빙고초등학교,서울특별시 용산구 서빙고로51길 14 (서빙고동),서울특별시 용산구 서빙고동 235-1 서빙고초등학교,37.52184943,126.9951526,서울특별시 용산구 서빙고동
용암초 놀이시설 2,학교,서울특별시 용산구 녹사평대로60길 39 (용산동2가)용암초등학교,서울특별시 용산구 녹사평대로60길 39 (용산동2가),서울특별시 용산구 용산동2가 5-1488 용암초등학교,37.54491006,126.9890645,서울특별시 용산구 용산동2가
용암초 놀이시설 1,학교,서울특별시 용산구 녹사평대로60길 39 (용산동2가)용암초등학교,서울특별시 용산구 녹사평대로60길 39 (용산동2가),서울특별시 용산구 용산동2가 5-1488 용암초등학교,37.54491006,126.9890645,서울특별시 용산구 용산동2가
남정초 놀이시설,학교,서울특별시 용산구 원효로64길 17-10 (원효로2가)남정초등학교,서울특별시 용산구 원효로64길 17-10 (원효로2가),서울특별시 용산구 원효로2가 54-1 남정초등학교,37.5363127,126.9649905,서울특별시 용산구 원효로2가
신용산초 놀이시설,학교,서울특별시 용산구 이촌로 255 (이촌동)신용산초등학교,서울특별시 용산구 이촌로 255 (이촌동),서울특별시 용산구 이촌동 301-75 신용산초등학교,37.52001064,126.9758964,서울특별시 용산구 이촌동
보광초 놀이시설,학교,서울특별시 용산구 우사단로 20 (이태원동)보광초등학교,서울특별시 용산구 우사단로 20 (이태원동),서울특별시 용산구 이태원동 15-13 보광초등학교,37.53231549,126.9965179,서울특별시 용산구 이태원동
이태원초 놀이시설,학교,서울특별시 용산구 녹사평대로40길 19 (이태원동)이태원초등학교,서울특별시 용산구 녹사평대로40길 19 (이태원동),서울특별시 용산구 이태원동 406,37.53586514,126.9881438,서울특별시 용산구 이태원동
청파초 놀이시설,학교,서울특별시 용산구 효창원로 228 (청파동2가)청파초등학교,서울특별시 용산구 효창원로 228 (청파동2가),서울특별시 용산구 청파동2가 1-42 청파초등학교,37.54763155,126.96426,서울특별시 용산구 청파동2가
신광초 놀이시설,학교,서울특별시 용산구 청파로 263 (청파동3가)신광초등학교,서울특별시 용산구 청파로 263 (청파동3가),서울특별시 용산구 청파동3가 100 학교법인신광학원,37.54300584,126.9698833,서울특별시 용산구 청파동3가
용산초 놀이시설,학교,서울특별시 용산구 한강대로57길 33 (한강로2가)용산초등학교,서울특별시 용산구 한강대로57길 33 (한강로2가),서울특별시 용산구 한강로2가 1 용산초등학교,37.535289,126.9723137,서울특별시 용산구 한강로2가
한강초 놀이시설,학교,서울특별시 용산구 한강대로14길 9 (한강로3가)한강초등학교,서울특별시 용산구 한강대로14길 9 (한강로3가),서울특별시 용산구 한강로3가 65-5 한강초등학교,37.5252239,126.9650914,서울특별시 용산구 한강로3가
한남초 놀이시설,학교,서울특별시 용산구 한남대로 112 (한남동)한남초등학교,서울특별시 용산구 한남대로 112 (한남동),서울특별시 용산구 한남동 726-1 한남초등학교,37.53901957,127.0052511,서울특별시 용산구 한남동
용산국제학교 놀이터 2,학교,서울특별시 용산구 이태원로 285 (한남동)용산국제학교,서울특별시 용산구 이태원로 285 (한남동),서울특별시 용산구 한남동 산10-212,37.54187252,127.0009977,서울특별시 용산구 한남동
용산국제학교 놀이터 1,학교,서울특별시 용산구 이태원로 285 (한남동)용산국제학교,서울특별시 용산구 이태원로 285 (한남동),서울특별시 용산구 한남동 산10-212,37.54187252,127.0009977,서울특별시 용산구 한남동
금양초 놀이시설,학교,서울특별시 용산구 효창원로 137 (효창동)금양초등학교,서울특별시 용산구 효창원로 137 (효창동),서울특별시 용산구 효창동 126-4 금양초등학교,37.54064723,126.9611476,서울특별시 용산구 효창동
후암초 놀이시설,학교,서울특별시 용산구 두텁바위로 140 (후암동)후암초등학교,서울특별시 용산구 두텁바위로 140 (후암동),서울특별시 용산구 후암동 30-138 후암초등학교,37.55102318,126.9822495,서울특별시 용산구 후암동
삼광초 놀이시설,학교,서울특별시 용산구 두텁바위로1나길 19 (후암동)삼광초등학교,서울특별시 용산구 두텁바위로1나길 19 (후암동),서울특별시 용산구 후암동 190-2 삼광초등학교,37.54723885,126.9766946,서울특별시 용산구 후암동
갈현초 놀이시설,학교,서울특별시 은평구 연서로29길 31 (갈현동),서울특별시 은평구 연서로29길 31 (갈현동),서울특별시 은평구 갈현동 451-15 갈현초등학교,37.61926139,126.9167211,서울특별시 은평구 갈현동
예일초 놀이시설,학교,서울특별시 은평구 연서로 117,서울특별시 은평구 연서로 117 (구산동),"서울특별시 은평구 구산동 8-3 예일여자중학교, 예일여자고등학교",37.61016091,126.9153467,서울특별시 은평구 구산동
구산초 놀이시설,학교,서울특별시 은평구 서오릉로15길 16 (구산동),서울특별시 은평구 서오릉로15길 16 (구산동),서울특별시 은평구 구산동 152-3 구산초등학교,37.61216878,126.9093455,서울특별시 은평구 구산동
구현초 놀이시설,학교,서울특별시 은평구 갈현로15길 51 (구산동),서울특별시 은평구 갈현로15길 51 (구산동),"서울특별시 은평구 구산동 산41-1 은평고등학교, 구현초등학교",37.60911961,126.9058499,서울특별시 은평구 구산동
은평초 놀이시설,학교,서울특별시 은평구 은평로 239,서울특별시 은평구 은평로 239 (녹번동),서울특별시 은평구 녹번동 40-3 은평초등학교,37.6017962,126.9344219,서울특별시 은평구 녹번동
녹번초 놀이시설,학교,서울특별시 은평구 녹번로1길 1,서울특별시 은평구 녹번로1길 1 (녹번동),서울특별시 은평구 녹번동 174 서울녹번초등학교,37.60410025,126.9264248,서울특별시 은평구 녹번동
대은초 놀이시설,학교,서울특별시 은평구 통일로69길 12-15 (대조동),서울특별시 은평구 통일로69길 12-15 (대조동),서울특별시 은평구 대조동 82-5 대은초등학교,37.61182296,126.9262236,서울특별시 은평구 대조동
대조초 놀이시설,학교,서울특별시 은평구 연서로18길 17 (대조동),서울특별시 은평구 연서로18길 17 (대조동),서울특별시 은평구 대조동 212-1 대조초등학교,37.61288904,126.9195904,서울특별시 은평구 대조동
수리초 놀이시설,학교,서울특별시 은평구 불광로14길 10-10 (불광동),서울특별시 은평구 불광로14길 10-10 (불광동),서울특별시 은평구 불광동 639 서울수리초등학교,37.62026808,126.9341825,서울특별시 은평구 불광동
불광초 놀이시설,학교,서울특별시 은평구 불광로 51,서울특별시 은평구 불광로 51 (불광동),서울특별시 은평구 불광동 272-2 불광초등학교,37.61277804,126.931005,서울특별시 은평구 불광동
연신초 놀이시설,학교,서울특별시 은평구 연서로 347,서울특별시 은평구 연서로 347 (불광동),서울특별시 은평구 불광동 73-1 연신초등학교,37.62634153,126.9283768,서울특별시 은평구 불광동
연천초 놀이시설,학교,서울특별시 은평구 연서로34가길 6-22(불광동),서울특별시 은평구 연서로34가길 6-22 (불광동),서울특별시 은평구 불광동 346-75,37.62027734,126.9267627,서울특별시 은평구 불광동
연광초 놀이시설,학교,서울특별시 은평구 연서로35길 37 (불광동),서울특별시 은평구 연서로35길 37 (불광동),서울특별시 은평구 불광동 400-6 연광초등학교,37.62386518,126.9241438,서울특별시 은평구 불광동
수색초 놀이시설(2),학교,서울특별시 은평구 수색로16길 21 (수색동),서울특별시 은평구 수색로16길 21 (수색동),서울특별시 은평구 수색동 129 수색초등학교,37.58509057,126.8954975,서울특별시 은평구 수색동
수색초 놀이시설(1),학교,서울특별시 은평구 수색로16길 21 (수색동),서울특별시 은평구 수색로16길 21 (수색동),서울특별시 은평구 수색동 129 수색초등학교,37.58509057,126.8954975,서울특별시 은평구 수색동
신사초 놀이시설,학교,서울특별시 은평구 가좌로 275-2,서울특별시 은평구 가좌로 275-2 (신사동),서울특별시 은평구 신사동 98-32 신사초등학교,37.59274089,126.912301,서울특별시 은평구 신사동
서신초 놀이시설,학교,서울특별시 은평구 은평터널로 150,서울특별시 은평구 은평터널로 150 (신사동),서울특별시 은평구 신사동 194 서신초등학교,37.59235353,126.9074171,서울특별시 은평구 신사동
서울상신초등학교 놀이터,학교,서울특별시 은평구 가좌로 361,서울특별시 은평구 가좌로 361 (신사동),서울특별시 은평구 신사동 230-11 상신초등학교,37.59742365,126.9052134,서울특별시 은평구 신사동
역촌초 놀이시설,학교,"서울특별시 은평구 은평로3길 25, 서울역촌초등학교 (역촌동)",서울특별시 은평구 은평로3길 25 (역촌동),서울특별시 은평구 역촌동 82-1 역촌초등학교,37.60168031,126.9143724,서울특별시 은평구 역촌동
연은초 놀이시설,학교,서울특별시 은평구 백련산로2길 35 (응암동)연은초등학교,서울특별시 은평구 백련산로2길 35 (응암동),서울특별시 은평구 응암동 242-424 연은초등학교,37.5904402,126.9251697,서울특별시 은평구 응암동
응암초 놀이시설,학교,서울특별시 은평구 가좌로6길 20 (응암동),서울특별시 은평구 가좌로6길 20 (응암동),서울특별시 은평구 응암동 산7-40 서울응암초등학교,37.5887531,126.9216164,서울특별시 은평구 응암동
충암초 놀이시설,학교,서울특별시 은평구 가좌로5길 5,서울특별시 은평구 가좌로5길 5 (응암동),서울특별시 은평구 응암동 272-113 충암학원,37.58496889,126.9213165,서울특별시 은평구 응암동
은명초 놀이시설,학교,"서울특별시 은평구 은평로4길 21-9, 서울은명초등학교 (응암동)",서울특별시 은평구 은평로4길 21-9 (응암동),서울특별시 은평구 응암동 114-12 서울은명초등학교,37.59757342,126.9182155,서울특별시 은평구 응암동
증산초 놀이시설,학교,서울특별시 은평구 증산서길 61 (증산동),서울특별시 은평구 증산서길 61 (증산동),서울특별시 은평구 증산동 212 증산초등학교,37.58242953,126.9045502,서울특별시 은평구 증산동
북한산초 놀이시설,학교,서울특별시 은평구 대서문길 42-3,서울특별시 은평구 대서문길 42-3 (진관동),서울특별시 은평구 진관동 산3 북한산초등학교,37.65276899,126.9513368,서울특별시 은평구 진관동
신도초 놀이시설,학교,서울특별시 은평구 진관1로 77-23 (진관동),서울특별시 은평구 진관1로 77-23 (진관동),서울특별시 은평구 진관동 108 신도초등학교,37.63276631,126.9291181,서울특별시 은평구 진관동
서울은진초등학교 중앙운동장,학교,서울특별시 은평구 진관1로 21-20 (진관동),서울특별시 은평구 진관1로 21-20 (진관동),서울특별시 은평구 진관동 104 은진초등학교,37.63303546,126.9211163,서울특별시 은평구 진관동
은진초 놀이시설,학교,서울특별시 은평구 진관1로 21-20 (진관동),서울특별시 은평구 진관1로 21-20 (진관동),서울특별시 은평구 진관동 104 은진초등학교,37.63303546,126.9211163,서울특별시 은평구 진관동
은빛초 놀이시설,학교,"서울특별시 은평구 진관3로 73-17, 서울은빛초등학교 (진관동)",서울특별시 은평구 진관3로 73-17 (진관동),서울특별시 은평구 진관동 421-1 서울은빛초등학교,37.6426616,126.9190804,서울특별시 은평구 진관동
재동초 놀이시설,학교,서울특별시 종로구 북촌로4길 7 (가회동)재동초등학교,서울특별시 종로구 북촌로4길 7 (가회동),서울특별시 종로구 가회동 210 서울재동초등학교,37.57983106,126.9855375,서울특별시 종로구 가회동
교동초 놀이시설,학교,서울특별시 종로구 삼일대로 446 (경운동)교동초등학교,서울특별시 종로구 삼일대로 446 (경운동),서울특별시 종로구 경운동 2 서울교동초등학교,37.5747637,126.9877947,서울특별시 종로구 경운동
독립문초 놀이시설,학교,서울특별시 종로구 통일로12길 23 (무악동)독립문초등학교,서울특별시 종로구 통일로12길 23 (무악동),서울특별시 종로구 무악동 46-82 독립문초등학교,37.57415295,126.9601237,서울특별시 종로구 무악동
수도사랑의학교 놀이터,학교,서울특별시 종로구 사직로7길 17 (사직동)수도사랑의학교,서울특별시 종로구 사직로7길 17 (사직동),서울특별시 종로구 사직동 262-57 수도사랑의학교,37.5748318,126.9651847,서울특별시 종로구 사직동
서울농학교 놀이시설2,학교,서울특별시 종로구 필운대로 103 (신교동)서울농학교,서울특별시 종로구 필운대로 103 (신교동),서울특별시 종로구 신교동 1-1 국립서울농학교,37.58494405,126.968719,서울특별시 종로구 신교동
서울농학교 놀이시설,학교,서울특별시 종로구 필운대로 103 (신교동)서울농학교,서울특별시 종로구 필운대로 103 (신교동),서울특별시 종로구 신교동 1-1 국립서울농학교,37.58494405,126.968719,서울특별시 종로구 신교동
서울맹학교 놀이터,학교,서울특별시 종로구 필운대로 97 (신교동)서울맹학교,서울특별시 종로구 필운대로 97 (신교동),서울특별시 종로구 신교동 1-4 국립서울맹학교,37.58497332,126.9675572,서울특별시 종로구 신교동
세검정초 놀이시설,학교,서울특별시 종로구 세검정로9길 1 (신영동)세검정초등학교,서울특별시 종로구 세검정로9길 1 (신영동),서울특별시 종로구 신영동 219-4 서울세검정초등학교,37.6031734,126.9609804,서울특별시 종로구 신영동
운현초등학교 작은운동장 놀이터,학교,서울특별시 종로구 삼일대로 460 (운니동)운현초등학교,서울특별시 종로구 삼일대로 460 (운니동),"서울특별시 종로구 운니동 114-7 운현초등학교,유치원,평생교육원,양관",37.57586299,126.9880213,서울특별시 종로구 운니동
운현초등학교 큰운동장 놀이터,학교,서울특별시 종로구 삼일대로 460 (운니동)운현초등학교,서울특별시 종로구 삼일대로 460 (운니동),"서울특별시 종로구 운니동 114-7 운현초등학교,유치원,평생교육원,양관",37.57586299,126.9880213,서울특별시 종로구 운니동
서울사대부초 놀이터,학교,서울특별시 종로구 대학로 64 (이화동)서울사대부속초등학교,서울특별시 종로구 대학로 64 (이화동),"서울특별시 종로구 이화동 149 서울대 사범대학 부설 초등학교,여자중학교",37.57746419,127.0035129,서울특별시 종로구 이화동
