시설명,종류,주소,도로명,지번주소,위도,경도,법정동
창신초 놀이시설,학교,서울특별시 종로구 지봉로 73 (창신동)창신초등학교,서울특별시 종로구 지봉로 73 (창신동),서울특별시 종로구 창신동 128-32 창신초등학교,37.57602113,127.0143211,서울특별시 종로구 창신동
명신초 놀이시설,학교,서울특별시 종로구 낙산길 250 (창신동)명신초등학교,서울특별시 종로구 낙산길 250 (창신동),서울특별시 종로구 창신동 7-40 서울명신초등학교,37.58165273,127.0141942,서울특별시 종로구 창신동
서울청운초등학교 병설유치원 놀이터,학교,서울특별시 종로구 자하문로 105 (청운동)서울청운초등학교,서울특별시 종로구 자하문로 105 (청운동),서울특별시 종로구 청운동 123 청운초등학교,37.58567786,126.9695319,서울특별시 종로구 청운동
청운초 놀이시설,학교,서울특별시 종로구 자하문로 105 (청운동)청운초등학교,서울특별시 종로구 자하문로 105 (청운동),서울특별시 종로구 청운동 123 청운초등학교,37.58567786,126.9695319,서울특별시 종로구 청운동
매동초 놀이시설,학교,서울특별시 종로구 사직로9길 19 (필운동)매동초등학교,서울특별시 종로구 사직로9길 19 (필운동),서울특별시 종로구 필운동 32 매동초등학교,37.57739234,126.9667322,서울특별시 종로구 필운동
상명대부속초 놀이시설,학교,서울특별시 종로구 홍지문2길 1 (홍지동)상명대학교부속초등학교,서울특별시 종로구 홍지문2길 1 (홍지동),서울특별시 종로구 홍지동 56 상명초등학교,37.6007917,126.9563835,서울특별시 종로구 홍지동
효제초 놀이시설,학교,서울특별시 종로구 대학로 12 (효제동)효제초등학교,서울특별시 종로구 대학로 12 (효제동),서울특별시 종로구 효제동 255-4 서울효제초등학교,37.5726764,127.0029518,서울특별시 종로구 효제동
남산초 놀이시설,학교,서울특별시 중구 퇴계로22길 17 (남산동2가)남산초등학교,서울특별시 중구 퇴계로22길 17 (남산동2가),서울특별시 중구 남산동2가 2 남산초등학교,37.56006837,126.9868167,서울특별시 중구 남산동2가
봉래초 놀이시설,학교,서울특별시 중구 손기정로 73 (만리동2가)봉래초등학교,서울특별시 중구 손기정로 73 (만리동2가),서울특별시 중구 만리동2가 2 봉래초등학교,37.55619906,126.9639197,서울특별시 중구 만리동2가
신당초 놀이시설,학교,서울특별시 중구 난계로 141 (신당동)신당초등학교,서울특별시 중구 난계로 141 (신당동),서울특별시 중구 신당동 161-2 서울신당초등학교,37.56396819,127.023741,서울특별시 중구 신당동
동산초 놀이시설,학교,서울특별시 중구 매봉18길 109 (신당동)동산초등학교,서울특별시 중구 매봉18길 109 (신당동),서울특별시 중구 신당동 333-579 동산초등학교,37.55640365,127.0171586,서울특별시 중구 신당동
광희초 놀이시설,학교,서울특별시 중구 다산로 269 (신당동)광희초등학교,서울특별시 중구 다산로 269 (신당동),서울특별시 중구 신당동 254-16 광희초등학교,37.56736914,127.0150969,서울특별시 중구 신당동
흥인초 놀이시설,학교,서울특별시 중구 청구로6길 11 (신당동)흥인초등학교,서울특별시 중구 청구로6길 11 (신당동),서울특별시 중구 신당동 292-66 흥인초등학교,37.560698,127.0144669,서울특별시 중구 신당동
청구초 놀이시설,학교,서울특별시 중구 다산로 170 (신당동)청구초등학교,서울특별시 중구 다산로 170 (신당동),서울특별시 중구 신당동 330-2 청구초등학교,37.5584322,127.0142318,서울특별시 중구 신당동
장충초 놀이시설,학교,서울특별시 중구 청구로17길 40 (신당동)장충초등학교,서울특별시 중구 청구로17길 40 (신당동),서울특별시 중구 신당동 386-86 장충초등학교,37.55945833,127.0112105,서울특별시 중구 신당동
리라초 놀이시설,학교,서울특별시 중구 소파로2길 7 (예장동)리라초등학교,서울특별시 중구 소파로2길 7 (예장동),서울특별시 중구 예장동 8-148 리라초등학교,37.55781534,126.9879092,서울특별시 중구 예장동
숭의초 놀이시설,학교,서울특별시 중구 소파로2길 10 (예장동)숭의초등학교,서울특별시 중구 소파로2길 10 (예장동),서울특별시 중구 예장동 8-3 숭의여자대학교,37.55709548,126.9872454,서울특별시 중구 예장동
충무초 놀이시설,학교,서울특별시 중구 퇴계로50길 13 (장충동2가)충무초등학교,서울특별시 중구 퇴계로50길 13 (장충동2가),서울특별시 중구 장충동2가 173-7 충무초등학교,37.56203896,127.0018221,서울특별시 중구 장충동2가
면북초 놀이시설,학교,서울특별시 중랑구 용마공원로5길 32 서울면북초등학교,실패,서울특별시 중랑구 망우3동 119,37.5942367,127.1034149,서울특별시 중랑구 망우동
동원초 놀이시설,학교,서울특별시 중랑구 송림길 114 (망우동),서울특별시 중랑구 송림길 114 (망우동),서울특별시 중랑구 망우동 216 동원초등학교,37.60490798,127.1048912,서울특별시 중랑구 망우동
망우초 놀이시설,학교,서울특별시 중랑구 망우로72길 49 (망우동),서울특별시 중랑구 망우로72길 49 (망우동),서울특별시 중랑구 망우동 153-1 서울망우초교,37.59832974,127.1034353,서울특별시 중랑구 망우동
면일초 놀이시설,학교,서울특별시 중랑구 용마산로100길 13 (망우동),서울특별시 중랑구 용마산로100길 13 (망우동),서울특별시 중랑구 망우동 440 면일초등학교,37.59198062,127.0993759,서울특별시 중랑구 망우동
면중초 놀이시설,학교,서울특별시 중랑구 용마산로70길 43 (면목동),서울특별시 중랑구 용마산로70길 43 (면목동),서울특별시 중랑구 면목동 491-1 면중초등학교,37.58219602,127.0967672,서울특별시 중랑구 면목동
면남초 놀이시설,학교,서울특별시 중랑구 면목로30나길 38 (면목동),서울특별시 중랑구 면목로30나길 38 (면목동),서울특별시 중랑구 면목동 583-15 면남초등학교,37.57720601,127.0882702,서울특별시 중랑구 면목동
면목초 놀이시설,학교,서울특별시 중랑구 면목로 434 (면목동),서울특별시 중랑구 면목로 434 (면목동),서울특별시 중랑구 면목동 221 면목초등학교,37.59122509,127.0877102,서울특별시 중랑구 면목동
면동초 놀이시설,학교,서울특별시 중랑구 면목로57길 32 (면목동),서울특별시 중랑구 면목로57길 32 (면목동),서울특별시 중랑구 면목동 551 면동초등학교,37.58526945,127.0866736,서울특별시 중랑구 면목동
중곡초 놀이시설,학교,서울특별시 중랑구 면목로23길 20 (면목동),서울특별시 중랑구 면목로23길 20 (면목동),서울특별시 중랑구 면목동 380 중곡초등학교,37.57426433,127.0835443,서울특별시 중랑구 면목동
중목초 놀이시설,학교,서울특별시 중랑구 동일로 665 (면목동),서울특별시 중랑구 동일로 665 (면목동),서울특별시 중랑구 면목동 180-5 중목초등학교,37.59004649,127.079384,서울특별시 중랑구 면목동
중랑초 놀이시설,학교,"서울특별시 중랑구 봉우재로6길 26, 중랑초등학교 (면목동)",서울특별시 중랑구 봉우재로6길 26 (면목동),서울특별시 중랑구 면목동 192-1 중랑초등학교,37.58918119,127.0757889,서울특별시 중랑구 면목동
원묵초어린이놀이시설,학교,서울특별시 중랑구 숙선옹주로 109 (묵동)11,서울특별시 중랑구 숙선옹주로 109 (묵동),서울특별시 중랑구 묵동 11 원묵초등학교,37.61765615,127.0860665,서울특별시 중랑구 묵동
신묵초 놀이시설,학교,서울특별시 중랑구 동일로149길 46 (묵동),서울특별시 중랑구 동일로149길 46 (묵동),서울특별시 중랑구 묵동 246-12 신묵초등학교,37.60717011,127.0755489,서울특별시 중랑구 묵동
묵현초 놀이시설,학교,서울특별시 중랑구 동일로157길 75 (묵동),서울특별시 중랑구 동일로157길 75 (묵동),서울특별시 중랑구 묵동 242-55 묵현초등학교,37.60898359,127.0736411,서울특별시 중랑구 묵동
상봉초 놀이시설,학교,서울특별시 중랑구 동일로126가길 11 (상봉동),서울특별시 중랑구 동일로126가길 11 (상봉동),서울특별시 중랑구 상봉동 312-1 상봉초등학교,37.5979922,127.0837941,서울특별시 중랑구 상봉동
중화초 놀이시설,학교,서울특별시 중랑구 신내로7가길 22 (신내동),서울특별시 중랑구 신내로7가길 22 (신내동),서울특별시 중랑구 신내동 531 중화초등학교,37.60300375,127.09463,서울특별시 중랑구 신내동
신현초 놀이시설,학교,서울특별시 중랑구 봉화산로 188 (신내동),서울특별시 중랑구 봉화산로 188 (신내동),서울특별시 중랑구 신내동 663 신현초등학교,37.60567349,127.0935646,서울특별시 중랑구 신내동
봉화초 놀이시설,학교,서울특별시 중랑구 신내로15길 110 (신내동),서울특별시 중랑구 신내로15길 110 (신내동),서울특별시 중랑구 신내동 655 봉화초등학교,37.61334729,127.0920774,서울특별시 중랑구 신내동
금성초 놀이시설,학교,서울특별시 중랑구 신내로21길 55 (신내동),서울특별시 중랑구 신내로21길 55 (신내동),서울특별시 중랑구 신내동 651 금성초등학교,37.61503679,127.0895912,서울특별시 중랑구 신내동
중흥초 놀이시설,학교,서울특별시 중랑구 봉화산로 82 (중화동),서울특별시 중랑구 봉화산로 82 (중화동),서울특별시 중랑구 중화동 119 서울중흥초등학교,37.60151588,127.084214,서울특별시 중랑구 중화동
묵동초 놀이시설,학교,서울특별시 중랑구 동일로138길 27 (중화동),서울특별시 중랑구 동일로138길 27 (중화동),서울특별시 중랑구 중화동 277-1 묵동초등학교,37.60388288,127.0813508,서울특별시 중랑구 중화동
